"id","category","name","unit","price","oldPrice","form","country","shelfLife","barcode","badges","stock","featured","slug","imageUrl","sourceUrl","composition","usage","description"
"p011","Таблетки и капсулы","Таблетки «От алкоголизма»","90 таблеток","2896",,"таблетки","Россия","24 месяца","4690324021667","","13","False","tabletki-ot-alkogolizma","https://firebasestorage.googleapis.com/v0/b/travnik-5cc55.firebasestorage.app/o/products%2Ftabletki-ot-alkogolizma.jpg?alt=media&token=01ddab33-949f-4074-a7bb-409823a901cc","https://www.flip.kz/catalog?prod=2951558","Астрагала нутового, володушки золотистой, горцев перечного, почечуйного, гречихи, зверобоя, золотарника, золототысячника, зюзника, иван-чая, люцерны, первоцвета, пустырника, репешка, синеголовника, сурепки, тысячелистника, чабреца, чертополоха, ярутки трава; березы, девясила, сенны, смородины листья; ели, сосны хвоя; ивы, осины кора; каштана конского плоды; вспомогательные вещества лактоза, аэросил, кальция стеарат.","внутрь по 1-2 таблетки 3 раза в день, запивая водой, за 10 мин до еды . Минимальный курс приема: определяется индивидуально и составляет в среднем 6-8 месяцев. При необходимости курсы можно повторять многократно, делая между ними небольшие перерывы в 2-3 недели .","При регулярном применении уменьшают тягу к алкоголю . Успокаивают нервную систему, выводят шлаки, нормализуют деятельность печени, почек и желудочно-кишечного тракта, облегчают человеку общение с окружающими ."
"p012","Таблетки и капсулы","Таблетки слабительное «Кишечник без запоров-1»","90 таблеток","2896",,"таблетки","Россия","24 месяца","4690324015116","","103","False","tabletki-slabitelnoe-kishechnik-bez-zaporov-1","https://firebasestorage.googleapis.com/v0/b/travnik-5cc55.firebasestorage.app/o/products%2Ftabletki-slabitelnoe-kishechnik-bez-zaporov-1.jpg?alt=media&token=c66c7edd-f609-43cf-a047-490506d86640","https://www.flip.kz/catalog?prod=2951573","Зверобоя трава; сенны листья; льна семена; вспомогательные вещества: лактоза, аэросил, кальция стеарат.","по 1-3 таблетки, запив водой. Принимать непосредственно перед сном . Очень важно принимать перед сном сбор «Сон-3». Минимальный курс приема: от 2-3 месяцев до полугода. При хроническом течении болезни целесообразны повторные курсы (3-4 раза в год) с перерывами между ними в 1 месяц .","Фитотаблетки на основе натуральных трав «Кишечник без запоров» применяют при острых и хронических запорах, хронических энтероколитах, долихосигмах, геморроях и трещинах ануса . Кишечник без запоров способствует стойкому восстановлению перистальтики кишечника, обладают спазмолитическим, противовоспалительным, обезболивающим действием ."
"p013","Таблетки и капсулы","Таблетки «Селен натуральный»","90 таблеток","2781",,"таблетки","Россия","24 месяца","4690324021773","","91","False","tabletki-selen-naturalnyi","https://firebasestorage.googleapis.com/v0/b/travnik-5cc55.firebasestorage.app/o/products%2Ftabletki-selen-naturalnyi.jpg?alt=media&token=369eb3ea-9f0e-4dfb-b004-418c0f42b31e","https://www.flip.kz/catalog?prod=2951577","Душицы (44,9), зверобоя (5,0), люцерны (25,0), пустырника (7,7), чабреца (7,1) трава; ели (10,0), сосны (10,0) хвоя; осины (15,0) кора; смородины (41,6) листья; дягиля корневища (5,0); вспомогательные вещества: лактоза, аэросил, кальция стеарат. В скобках указано содержание селена (мг) на 1 кг травы.","Внутрь по 2-4 таблетки 3 раза в день, запивая водой, независимо от приёма пищи.","Рекомендованы при ослабленном иммунитете, пониженной физической и умственной работоспособности  В качестве профилактического, антиоксидантного, противовоспалительного средства. Способствует оздоровлению онкологических больных   Селен — жизненно важный микроэлемент. Селен — мощный природный антиоксидант, защищающий клетки от старения и повреждений. Критически необходим для щитовидной железы, иммунитета, сердца и поддержания красоты кожи, волос и ногтей.  Полезные свойства:  антиоксидантная защита — защищает клетки от свободных радикалов, снижает риск онкологических процессов;  щитовидная железа — участвует в преобразовании гормонов Т4 в активную форму Т3, улучшает усвоение йода;  иммунитет — повышает устойчивость к вирусным и бактериальным инфекциям (грипп, герпес, ОРВИ);  сердце и сосуды — способствует снижению «плохого» холестерина, уменьшает риск тромбов и атеросклероза;  нервная система — защищает нейроны от окислительного стресса, поддерживает память и..."
"p014","Таблетки и капсулы","Таблетки «Позвоночник здоровый»","90 таблеток","2896",,"таблетки","Россия","24 месяца","4690324021650","","28","False","tabletki-pozvonochnik-zdorovyi","https://firebasestorage.googleapis.com/v0/b/travnik-5cc55.firebasestorage.app/o/products%2Ftabletki-pozvonochnik-zdorovyi.jpg?alt=media&token=576105eb-5e08-4b49-a71e-9abedae36298","https://www.flip.kz/catalog?prod=2951592","Подсолнечника, сабельника, шиповника корневища; бедренца-камнеломки, горца птичьего, дербенника, душицы, зверобоя, золотарника, зюзника, первоцвета, чабреца трава; березы листья; чага; ели хвоя, ивы кора; марены корнеища;  вспомогательные вещества: лактоза, аэросил, кальция стеарат.","внутрь по 1-3 таблетки 3 раза в день, запивая водой, за 10 мин до еды . Минимальный курс приема: 1-2 месяца. Повторные курсы не реже одного раза в год . Дополнительно использовать напиток чайный «Антиптоз» и/или «Почки здоровые», мазь «С сабельником». Максимально уменьшить потребление поваренной соли, следовать правилам рационального питания по М. Гордееву.","Способствуют восстановлению функции почек, водно-солевого обмена, растворению и выводу солей (неорганических шлаков) и очищению суставных поверхностей . Рекомендуются при общей скованности, остеохондрозах, артрозах крупных и мелких суставов, протрузиях и межпозвонковых грыжах ."
"p015","Таблетки и капсулы","Растительный детокс «Лимфа здоровая»","90 таблеток","2994",,"таблетки","Россия","24 месяца","4690324021803","","109","False","rastitelnyi-detoks-limfa-zdorovaya","https://firebasestorage.googleapis.com/v0/b/travnik-5cc55.firebasestorage.app/o/products%2Frastitelnyi-detoks-limfa-zdorovaya.jpg?alt=media&token=459ad948-2d12-4743-a70c-524649af39a9","https://www.flip.kz/catalog?prod=2951611","Астрагала нутового, дербенника, золотарника, зюзника, клубники, медуницы, мяты, первоцвета, ряски, синеголовника, таволги, татарника, фиалки, череды, шалфея лекарственного трава; березы, смородины листья; ивы, ольхи, осины кора; вспомогательные вещества: лактоза, аэросил, кальция стеарат.","внутрь по 1-2 таблетки 3 раза в день, запивая водой, за 10 мин до еды . Минимальный курс приема: от 1-2 недель до полугода. При необходимости возможны повторные курсы .","Выводят шлаки, нормализуют иммунитет, балансируют нервную систему, улучшают самочувствие при зашлакованности организма: микробных, медикаментозных, производственных, алкогольных, наркотических и никотиновых отравлениях, а также во время и после лучевой и химиотерапии ."
"p016","Таблетки и капсулы","Таблетки «Простата норма»","90 таблеток","2896",,"таблетки","Россия","24 месяца","4690324022008","","105","False","tabletki-prostata-norma","https://firebasestorage.googleapis.com/v0/b/travnik-5cc55.firebasestorage.app/o/products%2Ftabletki-prostata-norma.jpg?alt=media&token=6c664469-9d3a-4736-a1a6-bd06a224918c","https://www.flip.kz/catalog?prod=2951619","Астрагала нутового, володушки золотистой, дербенника, золотарника, зюзника, иван-чая, кипрея мелкоцветкового, лапчатки гусиной, люцерны, медуницы, мяты, репешка, синеголовника, таволги, татарника, хвоща, чабреца трава; березы, смородины листья; ивы, лещины, осины кора; петрова креста, сабельника корневища; вспомогательные вещества лактоза, аэросил, кальция стеарат.","по 1-2 таблетки 3-4 раза, запивая водой, независимо от приёма пищи . Минимальный курс приема: 2-3 месяца. Повторные курсы (2-3 раза в год), с перерывами между ними в 1-2 недели .","Травы, входящие в состав фитотаблеток «Простата норма», рекомендованы при доброкачественной гиперплазии (аденоме) и раке предстательной железы . Обладают противовоспалительным, обезболивающим, противоопухолевым действием. При регулярном употреблении нормализуется ПСА и объем предстательной железы . Эффективны при частых позывах на мочеиспускание, чувстве неудовлетворенности после мочеиспускания, неприятные ощущения в промежности ."
"p017","Таблетки и капсулы","Таблетки для памяти «Голова умная»","90 таблеток","2896",,"таблетки","Россия","24 месяца","4690324021827","","16","False","tabletki-dlya-pamyati-golova-umnaya","https://firebasestorage.googleapis.com/v0/b/travnik-5cc55.firebasestorage.app/o/products%2Ftabletki-dlya-pamyati-golova-umnaya.jpg?alt=media&token=add5dd1d-457d-4378-8efd-673ab8a97221","https://www.flip.kz/catalog?prod=2951636","Березы листья; астрагала нутового, вероники, дербенника, змееголовника, золотарника, зюзника, первоцвета, синеголовника, татарника трава; ивы кора; чага; ели хвоя; вспомогательные вещества лактоза, аэросил, кальция стеарат.","внутрь по 1-2 таблетки 3 раза в день, запивая водой, за 10 мин до еды . Минимальный курс приема: от 2-3 недель до 5-6 месяцев. При необходимости после небольшого перерыва (1-2 недели) возможны повторные курсы .","Ускоряют общий мозговой кровоток, устраняют гипоксию и улучшают состояние сосудов мозга . Улучшается общее самочувствие, память, настроение, усиливается внимание и интеллект . Эффективны при умственных нагрузках, стрессовых ситуациях, эмоциональной нестабильности, быстрой утомляемости и рассеянности."
"p018","Таблетки и капсулы","Таблетки повышающие тестостерон «Простата, подъём»","90 таблеток","2781",,"таблетки","Россия","24 месяца","4690324021742","","30","False","tabletki-povyshayushchie-testosteron-prostata-podem","https://firebasestorage.googleapis.com/v0/b/travnik-5cc55.firebasestorage.app/o/products%2Ftabletki-povyshayushchie-testosteron-prostata-podem.jpg?alt=media&token=0ecade21-99aa-4dc6-a901-5a78e670b3a8","https://www.flip.kz/catalog?prod=2951645","Красного корня, дягиля, солодки корневища; дербенника иволистного, зверобоя, золотарника, иван-чая, люцерны, первоцвета, посконника, репешка, синеголовника, сурепки, таволги, тысячелистника, чабреца, чертополоха, эхинацеи, ярутки трава; березы, лещины, смородины листья; ивы, осины кора; чага; вспомогательные вещества: лактоза, аэросил, кальция стеарат.","внутрь по 1-2 таблетки 3 раза в день, запивая водой, за 10 минут до еды . Минимальный курс приема: 2-3 месяца. Целесообразны повторные курсы (2-3 раза в год) с перерывами между ними в 1-2 недели .","При пониженной сексуальной активности (как потенции, так и эрекции, раннем семяизвержении), общей слабости, неуверенности в себе . В качестве усиливающего половую функцию и общеукрепляющего средства. Формирует характер по мужскому типу (настойчивость, целеустремленность, «как за каменной стеной») ."
"p019","Таблетки и капсулы","Витамины «Для мозга»","90 таблеток","2896",,"таблетки","Россия","24 месяца","4690324021698","","101","False","vitaminy-dlya-mozga","https://firebasestorage.googleapis.com/v0/b/travnik-5cc55.firebasestorage.app/o/products%2Fvitaminy-dlya-mozga.jpg?alt=media&token=dd89161a-ffcc-4b2a-a1bd-89451dd8ca7f","https://www.flip.kz/catalog?prod=2951653","Березы, гинкго билоба листья; астрагала нутового, горца альпийского, горца птичьего, душицы, зверобоя, змееголовника, золотарника, зюзника, иван-чая, клевера, первоцвета, синеголовника, татарника, чертополоха трава; льна семена; солодки корневища; ели, сосны хвоя, чага; ивы, лещины кора; вспомогательные вещества лактоза,  аэросил, кальция стеарат.","внутрь по 1-2 таблетки 3 раза в день, запивая водой, за 10 мин до еды . Минимальный курс приема: от 2-3 месяцев до полугода . При необходимости курсы можно повторять несколько раз в год с перерывами между ними в 1-2 месяца. Целесообразно чередовать с таблетками «Сердцу ВАЛ», «Голова умная» .","Повышают умственную и физическую работоспособность , улучшают самочувствие, память и внимание . Снижают метеозависимость ."
"p020","Таблетки и капсулы","Таблетки «Противораковые»","90 таблеток","2781",,"таблетки","Россия","24 месяца","4690324022015","","39","False","tabletki-protivorakovye","https://firebasestorage.googleapis.com/v0/b/travnik-5cc55.firebasestorage.app/o/products%2Ftabletki-protivorakovye.jpg?alt=media&token=401e3e68-687c-47ae-9033-85e75fe4ead2","https://www.flip.kz/catalog?prod=2951684","Володушки золотистой, герани, гречихи, золотарника, зюзника, иван-чая, крапивы двудомной, медуницы, мяты, пустырника, репешка, синеголовника, таволги, тысячелистника, хвоща, чабреца, шалфея лекарственного трава; березы, смородины листья; ивы, осины, ольхи кора; сосны хвоя; вспомогательные вещества лактоза, аэросил, кальция стеарат.","внутрь по 1-2 таблетки 3 раза в день, запивая водой, за 10 минут до еды . Минимальный курс приема: от полугода до 1-2 лет . После каждого месяца фитотерапии желательно делать перерыв в 5-7 дней, во время которого пить чайный напиток «Селен натуральный» . Состав: Душицы (44,9), зверобоя (5,0), люцерны (25,0), пустырника (7,7), чабреца (7,1) трава; ели (10,0), сосны (10,0) хвоя; осины (15,0) кора; смородины (41,6) листья;...","В современном мире онкологические заболевания являются одними из главных причин смерти , при этом многие виды рака за последние годы «помолодели» и встречаются у людей возраста 25-35 лет. К сожалению, невозможно полностью защитить себя и своих близких от этой болезни, но существует эффективная профилактика рака, которая позволяет свести риск заболевания к минимуму . Противораковые таблетки от доктора Гордеева активируют адаптационные и иммунные защитные противоопухолевые механизмы организма, прекращает аутоиммунную агрессию ."
"p021","Таблетки и капсулы","Таблетки противоопухолевые «Монастырский сбор 16 трав»","90 таблеток","2896",,"таблетки","Россия","24 месяца","4690324021735","","62","False","tabletki-protivoopukholevye-monastyrskii-sbor-16-trav","https://firebasestorage.googleapis.com/v0/b/travnik-5cc55.firebasestorage.app/o/products%2Ftabletki-protivoopukholevye-monastyrskii-sbor-16-trav.jpg?alt=media&token=659abdc2-c4a7-4310-9cae-489a407ee5ac","https://www.flip.kz/catalog?prod=2951706","Шалфея мутовчатого, крапивы двудомной, череды, тысячелистника, сухоцвета, чабреца, трифоли, сушеницы, пустырника трава; шиповника плоды; бессмертника, ромашки цветки; березовые почки; толокнянки листья; вспомогательные вещества: лактоза, аэросил, кальция стеарат.","внутрь по 1-2 таблетки 3 раза в день, запивая водой, за 10 минут до еды . Курс приема: 40 дней, затем перерыв 10-12 дней, курс повторить .","Рекомендуются при злокачественных и доброкачественных опухолях . Это старинный рецепт от профессионального травника, архимандрита Георгия (Саввы) , настоятеля Свято-Духова Тимашевского мужского монастыря (Краснодарский край). Главное его требование к человеку, обращающемуся за помощью, — исповедь, покаяние, исправление жизни. При систематическом употреблении доброкачественные опухоли рассасываются или уменьшаются в размерах . Состояние онкологических больных, даже с IV стадией заболевания, улучшается ."
